P-of-T,SUBJ,NUMB,SECT,CRN,TITLE,NOTES,HRS,ENRLD,MAXENRL,TIMES,DAYS,LOCATION,INSTRUCTOR,CAMPUS
ECO,ENVS,2202,05G,26344,ENVIRONMENTAL SCIENCE,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ENVS,2202,07G,26333,ENVIRONMENTAL SCIENCE,- No-cost:$0 required txtbk cost,3,3,3,,,,,E-Core
ECO,ENVS,2202,09G,27658,ENVIRONMENTAL SCIENCE,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENVS,2202,10G,27994,ENVIRONMENTAL SCIENCE,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,GEOL,1011K,01G,26030,INTRODUCTORY GEOSCIENCES I,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,GEOL,1011K,03G,26032,INTRODUCTORY GEOSCIENCES I,- Hope & Zell Miller STEM Course,4,0,1,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,GEOL,1011K,05G,26743,INTRODUCTORY GEOSCIENCES I,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,GEOL,1011K,07G,26928,INTRODUCTORY GEOSCIENCES I,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,GEOL,1011K,09G,27400,INTRODUCTORY GEOSCIENCES I,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,GEOL,1011K,10G,27414,INTRODUCTORY GEOSCIENCES I,- No-cost:$0 required txtbk cost,4,0,0,,,,,E-Core
ECO,HIST,1111,01G,26034,WORLD HISTORY I,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,HIST,1111,03G,26036,WORLD HISTORY I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,HIST,1111,05G,26038,WORLD HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,1111,07G,26040,WORLD HISTORY I,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,HIST,1111,09G,26334,WORLD HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,1111,10G,27932,WORLD HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,1111,11G,27478,WORLD HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,1111,12G,27496,WORLD HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,1111,13G,27974,WORLD HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,1111,54G,27978,world history i,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,1112,01G,27635,WORLD HISTORY II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,1112,03G,27636,WORLD HISTORY II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,1112,05G,27926,WORLD HISTORY II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,HIST,1112,06G,27940,WORLD HISTORY II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,1112,07G,27967,WORLD HISTORY II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,HIST,2111,01G,26042,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,HIST,2111,03G,26044,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,2111,05G,26046,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,3,3,,,,,E-Core
ECO,HIST,2111,07G,26048,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,2111,09G,26653,US HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,2111,11G,26049,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,2111,13G,26746,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,2111,14G,27463,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,HIST,2111,15G,27479,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,HIST,2111,16G,27958,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,2111,17G,27960,U.S.HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,HIST,2111,18G,27986,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,HIST,2111,19G,27997,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,MATH,1101,01G,26052,MATHEMATICAL MODELING,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,MATH,1101,03G,26053,MATHEMATICAL MODELING,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,MATH,1111,01G,26054,COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,MATH,1111,03G,26056,COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,3,3,3,,,,,E-Core
ECO,MATH,1111,05G,26058,COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,MATH,1111,07G,27465,COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,MATH,1111,09G,26573,COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,MATH,1111,10G,27466,COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,MATH,1111,11G,27971,COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,MATH,1111,12G,27998,COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,MATH,1113,01G,26059,PRECALCULUS,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,MATH,1113,03G,26061,PRECALCULUS,- Hope & Zell Miller STEM Course,4,0,1,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,MATH,1113,05G,26751,PRECALCULUS,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,MATH,1113,07G,27500,PRECALCULUS,- No-cost:$0 required txtbk cost,4,0,1,,,,,E-Core
ECO,MATH,1401,01G,26063,INTRO TO STATISTICS,- Hope & Zell Miller STEM Course,3,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,MATH,1401,03G,26065,INTRO TO STATISTICS,- Hope & Zell Miller STEM Course,3,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,MATH,1401,05G,26353,INTRO TO STATISTICS,- Hope & Zell Miller STEM Course,3,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,MATH,1401,07G,27956,INTRO TO STATISTICS,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,MATH,1501,01G,26066,CALCULUS I,- Hope & Zell Miller STEM Course,4,1,1,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,MATH,1501,03G,26755,CALCULUS I,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,MUSC,1100,01G,27637,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,MUSC,1100,03G,27638,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,MUSC,1100,05G,27739,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,MUSC,1100,06G,27954,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,MUSC,1100,52G,27963,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,PHIL,2010,01G,26067,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,PHIL,2010,03G,26757,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,1,2,,,,,E-Core
ECO,PHIL,2010,05G,26654,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,PHIL,2010,07G,26070,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,PHIL,2010,08G,27944,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,PHIL,2010,09G,27970,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,PHYS,2211K,01G,27880,PRINCIPLES OF PHYSICS I,- Hope & Zell Miller STEM Course,4,1,1,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,PHYS,2211K,02G,27881,PRINCIPLES OF PHYSICS I,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,PHYS,2211K,03G,27896,PRINCIPLES OF PHYSICS I,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,PHYS,2211K,04G,27911,PRINCIPLES OF PHYSICS I,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,PHYS,2211K,05G,27945,PRINCIPLES OF PHYSICS I,- Hope & Zell Miller STEM Course,4,1,1,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,POLS,1101,01G,26072,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,3,3,,,,,E-Core
ECO,POLS,1101,03G,26074,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,POLS,1101,05G,26076,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,POLS,1101,07G,26575,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,POLS,1101,09G,26327,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,POLS,1101,11G,26075,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,3,4,,,,,E-Core
ECO,POLS,1101,13G,27481,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,POLS,1101,14G,27504,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,POLS,1101,15G,27260,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,POLS,1101,16G,27959,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,POLS,1101,17G,27961,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,POLS,1101,18G,27993,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,POLS,1101,19G,28001,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,PSYC,1101,01G,26079,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,PSYC,1101,03G,26762,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,PSYC,1101,05G,26328,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,PSYC,1101,07G,26763,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,PSYC,1101,09G,26080,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,PSYC,1101,10G,27957,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,PSYC,1101,11G,27972,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,PSYC,1101,12G,27999,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,SOCI,1101,01G,26084,INTRODUCTION TO SOCIOLOGY,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,SOCI,1101,03G,26086,INTRODUCTION TO SOCIOLOGY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,SOCI,1101,05G,26088,INTRODUCTION TO SOCIOLOGY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,SOCI,1101,07G,26329,INTRODUCTION TO SOCIOLOGY,- No-cost:$0 required txtbk cost,3,5,5,,,,,E-Core
ECO,SOCI,1101,09G,26576,INTRODUCTION TO SOCIOLOGY,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,SOCI,1101,10G,27198,INTRODUCTION TO SOCIOLOGY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,SOCI,1101,11G,27973,INTRODUCTION TO SOCIOLOGY,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,SPAN,2001,01G,26090,INTERMEDIATE SPANISH I,- No-cost:$0 required txtbk cost,3,6,6,,,,,E-Core
ECO,SPAN,2001,03G,26092,INTERMEDIATE SPANISH I,- No-cost:$0 required txtbk cost,3,5,5,,,,,E-Core
ECO,SPAN,2001,05G,27906,INTERMEDIATE SPANISH I,- No-cost:$0 required txtbk cost,3,4,4,,,,,E-Core
ECO,SPAN,2001,06G,27955,INTERMEDIATE SPANISH I,- No-cost:$0 required txtbk cost,3,0,1,,,,,E-Core
ECO,SPAN,2002,01G,26095,INTERMEDIATE SPANISH II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,SPAN,2002,03G,27912,INTERMEDIATE SPANISH II,- No-cost:$0 required txtbk cost,3,0,1,,,,,E-Core
,,,,,,,,,,,,,,
Fall 2018 (201808),,,,,,,,,,,,,,
E-Major,,,,,,,,,,,,,,
"Starts: August 13, 2018 --- Ends: November 28, 2018",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
EM,ORGL,4900,04E,27595,ORGANIZATIONAL INTERNSHIP,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Major
,,,,,,,,,,,,,,
Fall 2018 (201808),,,,,,,,,,,,,,
E-Major Minimester I,,,,,,,,,,,,,,
"Starts: August 13, 2018 --- Ends: October 03, 2018",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
EM2,COMM,3330,50E,27873,ADVANCED COMMUNICATION SKILLS,,3,2,3,,,,,E-Major
EM2,COMM,3330,51E,27951,ADVANCED COMMUNICATION SKILLS,- No-cost:$0 required txtbk cost,3,0,1,,,,,E-Major
EM2,ENGL,3405,50E,27373,PROFESSIONAL AND TECH WRITING,,3,3,3,,,,,E-Major
EM2,ENGL,3405,51E,27703,PROFESSIONAL AND TECH WRITING,,3,3,3,,,,,E-Major
EM2,HADM,3301,50E,26868,HEALTH CARE ORGANIZATIONS,,3,3,3,,,,,E-Major
EM2,HADM,4301,50E,27596,DESIGN HLTH COMMUNICATION MESS,,3,3,4,,,,,E-Major
EM2,OATC,4810,50E,27869,CONTEMPORARY SKILLS,- No-cost:$0 required txtbk cost,3,7,7,,,,,E-Major
EM2,ORGL,1100,50E,27927,LEADERSHIP IN A GLOBAL SOCIETY,,3,3,4,,,,,E-Major
EM2,ORGL,2601,50E,27928,INTRO TO PUBLIC ADMINISTRATION,,3,1,2,,,,,E-Major
EM2,ORGL,3000,50E,26880,REF. SEMINAR I:SELF AS LEARNER,- No-cost:$0 required txtbk cost,1,1,1,,,,,E-Major
EM2,ORGL,3000,51E,27740,REF SEMINAR I:SELF AS LEARNER,- No-cost:$0 required txtbk cost,1,2,2,,,,,E-Major
EM2,ORGL,3400,50E,27364,TECHNOLOGY FOR ORGANIZATIONS,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Major
EM2,ORGL,4000,50E,26884,REF SEMINAR III:TRANSFORM SELF,- No-cost:$0 required txtbk cost,1,3,3,,,,,E-Major
EM2,POLS,4200,50E,27366,PRINC OF PUBLIC ADMINISTRATION,,3,2,2,,,,,E-Major
EM2,POLS,4200,51E,27758,PRINC OF PUBLIC ADMINISTRATION,,3,5,5,,,,,E-Major
EM2,POLS,4204,50E,27367,PUBLIC FINANCE,,3,0,0,,,,,E-Major
EM2,POLS,4204,51E,27914,PUBLIC FINANCE,,3,2,2,,,,,E-Major
EM2,POLS,4215,50E,27368,MNGT NON-PROFIT ORGANIZATIOS,,3,3,3,,,,,E-Major
EM2,POLS,4215,51E,27907,MNGT NON-PROFIT ORGANIZATIOS,,3,1,1,,,,,E-Major
,,,,,,,,,,,,,,
Fall 2018 (201808),,,,,,,,,,,,,,
E-Major Minimester II,,,,,,,,,,,,,,
"Starts: October 08, 2018 --- Ends: November 30, 2018",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
EM3,COMM,1100,82G,27992,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EM3,ENGL,1102,84G,27763,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EM3,ENGL,2112,82G,28050,WORLD LITERATURE II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EM3,HADM,4402,80E,26869,HEALTH INFORMATION MANAGEMENT,,3,1,2,,,,,E-Major
EM3,OATC,4160,80E,27870,ADMIN OFFICE PROCEDURES,- No-cost:$0 required txtbk cost,3,4,4,,,,,E-Major
EM3,ORGL,2050,80E,27362,COMMUNICATIONS FOR THE WRKPLCE,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Major
EM3,ORGL,2800,80E,27929,ETHICS AND LEADERSHIP,,3,4,5,,,,,E-Major
EM3,ORGL,3050,80E,26882,REF SEMINAR II:SELF IN CONTEXT,- No-cost:$0 required txtbk cost,1,1,1,,,,,E-Major
EM3,ORGL,3050,81E,27918,REFLECTIVE SEMINAR II:,- No-cost:$0 required txtbk cost,1,0,1,,,,,E-Major
EM3,ORGL,3200,80E,27363,INTRO TO ORGANIZATIONAL DEVELO,,3,3,3,,,,,E-Major
EM3,ORGL,4690,80E,26886,CAPSTONE SEMINAR/OR LEADERSHIP,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Major
EM3,POLS,3601,80E,27871,POLITICAL SCIENCE METHODS II,- No-cost:$0 required txtbk cost,3,4,4,,,,,E-Major
EM3,POLS,4217,80E,27872,GRANT WRITING FOR NONPROFIT OR,,3,3,3,,,,,E-Major
EM3,POLS,4218,80E,27369,PROJ MNGT IN THE PUBLIC SECTOR,,3,1,1,,,,,E-Major
EM3,POLS,4218,81E,27759,PROJ MNGT IN THE PUBLIC SECTOR,,3,2,2,,,,,E-Major
EM3,POLS,4219,80E,27371,PUBLIC HUMAN RESOURCE MNGT,- No-cost:$0 required txtbk cost,3,3,3,,,,,E-Major
EM3,POLS,4219,81E,27915,PUBLIC HUMAN RESOURCE MNGT,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Major
,,,,,,,,,,,,,,
Fall 2018 (201808),,,,,,,,,,,,,,
GeorgiaOnMyLine,,,,,,,,,,,,,,
"Starts: August 20, 2018 --- Ends: December 14, 2018",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
G01,CRJU,2001,GO1,26711,REPORT WRITING,,3,30,25,,,,"Barner-Bowman, Brandesha",Georgia-On My Line
G01,CRJU,2010,GO1,25008,C J ETHICS,,3,19,25,,,,"Trimble, Julius",Georgia-On My Line
G01,CRJU,3031,GO1,27589,TERRORISM,- No-cost:$0 required txtbk cost,3,30,25,,,,"Craig, Ronald",Georgia-On My Line
G01,CRJU,4070,GO1,27404,CRIMINAL JUSTICE SEMINAR,,3,18,25,,,,"Trimble, Julius",Georgia-On My Line
,,,,,,,,,,,,,,
Copyright ©  Fort Valley State University. All rights reserved.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
